SKU;GRUPO;FAMILIA;TITULO;COLOR;URL_SKU1
1323573-400;BOTTOMS;JEANS;JEANS SKINNY, TIRO MEDIO, ÍNDIGO;ÍNDIGO;https://liolaweb.cl/223/1323573_1.jpg
2045022-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO, FRESA;FRESA;https://liolaweb.cl/223/2045022_1.jpg
2080011-400;OUTERWEAR;CHAQUETAS;CHAQUETA EFECTO CUERO,  COLOR NEGRO METALIZADO;NEGRO;https://liolaweb.cl/223/2080011_1.jpg
2380011-400;BOTTOMS;PANTALONES;JEANS PALAZZO, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/2380011_1.jpg
2871011-400;PDA;POLERAS;POLERA APLICACIÓN STRASS, NEGRO;NEGRO;https://liolaweb.cl/223/2871011_1.jpg
2871023-400;PDA;POLERAS;POLERA APLICACIÓN STRASS, FUCSIA;FUCSIA;https://liolaweb.cl/223/2871023_1.jpg
2871211-400;PDA;POLERAS;POLERA APLICACIÓN STRASS, BLANCO;BLANCO;https://liolaweb.cl/223/2871211_1.jpg
2904011-400;PDA;TEJIDOS;CÁRDIGAN TEJIDO NEGRO, APLICACIÓN DE STRASS EN CUELLO;NEGRO;https://liolaweb.cl/223/2904011_1.jpg
2968011-400;PDA;POLERAS;POLERA CON ESTAMPADO, NEGRO , ALGODÓN SPANDEX;NEGRO;https://liolaweb.cl/223/2968011_1.jpg
3041011-400;PDA;TEJIDOS;CÁRDIGAN TEJIDO, NEGRO;NEGRO;https://liolaweb.cl/223/3041011_1.jpg
3800011-223;OUTERWEAR;ABRIGOS;ABRIGO LARGO ENTALLADO MUFLÓN NEGRO;NEGRO;https://liolaweb.cl/223/3800011_1.jpg
3800574-223;OUTERWEAR;ABRIGOS;ABRIGO LARGO ENTALLADO MUFLÓN OCÉANO;OCÉANO;https://liolaweb.cl/223/3800574_1.jpg
3803011-223;OUTERWEAR;ABRIGOS;ABRIGO ENTALLADO MUFLÓN NEGRO, APLICACIÓN EFECTO PIEL;NEGRO;https://liolaweb.cl/223/3803011_1.jpg
3803212-223;OUTERWEAR;ABRIGOS;ABRIGO ENTALLADO MUFLÓN CRUDO, APLICACIÓN EFECTO PIEL;CRUDO;https://liolaweb.cl/223/3803212_1.jpg
3805022-223;OUTERWEAR;ABRIGOS;ABRIGO CLÁSICO LARGO ENTALLADO MUFLÓN FRESA;FRESA;https://liolaweb.cl/223/3805022_1.jpg
3805212-223;OUTERWEAR;ABRIGOS;ABRIGO CLÁSICO LARGO ENTALLADO MUFLÓN CRUDO;CRUDO;https://liolaweb.cl/223/3805212_1.jpg
3810224-223;OUTERWEAR;CHAQUETONES;CHAQUETÓN ENTALLADO MUFLÓN CAMEL CON LAZO ;CAMEL;https://liolaweb.cl/223/3810224_1.jpg
3813574-223;OUTERWEAR;CHAQUETAS;CHAQUETA SEMI BOMBER CORTA, MUFLÓN OCÉANO, BROCHE OJETILLO;OCÉANO;https://liolaweb.cl/223/3813574_1.jpg
3824011-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/3824011_1.jpg
3824022-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO TIRO ALTO, FRESA;FRESA;https://liolaweb.cl/223/3824022_1.jpg
3827011-223;BOTTOMS;PANTALONES;PANTALÓN ANCHO CROPPED TIRO ALTO, NEGRO;NEGRO;https://liolaweb.cl/223/3827011_1.jpg
3840081-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO TERCIOPELO ALGODÓN VERDE, CRUCE SIMULADO;VERDE;https://liolaweb.cl/223/3840081_1.jpg
3840224-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO TERCIOPELO ALGODÓN CAMEL, CRUCE SIMULADO;CAMEL;https://liolaweb.cl/223/3840224_1.jpg
3840574-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO TERCIOPELO ALGODÓN OCÉANO, CRUCE SIMULADO;OCÉANO;https://liolaweb.cl/223/3840574_1.jpg
3841011-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO EFECTO CUERO, NEGRO;NEGRO;https://liolaweb.cl/223/3841011_1.jpg
3841222-223;OUTERWEAR;CHAQUETAS;BLAZER LARGO ENTALLADO EFECTO CUERO, CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/3841222_1.jpg
3843011-223;BOTTOMS;PANTALONES;PANTALÓN FLARE TIRO MEDIO EFECTO, CUERO NEGRO;NEGRO;https://liolaweb.cl/223/3843011_1.jpg
3843222-223;BOTTOMS;PANTALONES;PANTALÓN FLARE TIRO MEDIO EFECTO, CUERO CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/3843222_1.jpg
3844011-223;PDA;TOPS;CORSÉ EFECTO CUERO, NEGRO;NEGRO;https://liolaweb.cl/223/3844011_1.jpg
3852572-223;BOTTOMS;JEANS;JEANS STRAIGHT, TIRO ALTO CON CINTURÓN, AZUL;AZUL;https://liolaweb.cl/223/3852572_1.jpg
3856572-223;BOTTOMS;JEANS;JEANS WIDE LENGHT, TIRO MEDIO, AZUL;AZUL;https://liolaweb.cl/223/3856572_1.jpg
3857011-223;BOTTOMS;JEANS;JEANS PALAZZO, TIRO MEDIO, NEGRO;NEGRO;https://liolaweb.cl/223/3857011_1.jpg
3864222-223;BOTTOMS;PANTALONES;JEANS SLIM COATING, TIRO MEDIO, CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/3864222_1.jpg
3864712-223;BOTTOMS;PANTALONES;JEANS SLIM COATING, TIRO MEDIO, CIRUELA;CIRUELA;https://liolaweb.cl/223/3864712_1.jpg
3866422-223;PDA;TEJIDOS;JERSEY TEJIDO JACQUARD CEBRA CAFÉ;CAFÉ;https://liolaweb.cl/223/3866422_1.jpg
3867011-223;PDA;TEJIDOS;JERSEY TEJIDO ENTALLADO, HOMBRO DESCUBIERTO, NEGRO;NEGRO;https://liolaweb.cl/223/3867011_1.jpg
3868574-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, OCÉANO CON LUREX;OCÉANO;https://liolaweb.cl/223/3868574_1.jpg
3869405-223;PDA;POLERAS;JERSEY TEJIDO LUREX, CUELLO RETRO PABILOS, BEIGE;BEIGE;https://liolaweb.cl/223/3869405_1.jpg
3871422-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, MIX JACQUARD CAFÉ;CAFÉ;https://liolaweb.cl/223/3871422_1.jpg
3871428-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO, MIX JACQUARD GRIS;GRIS;https://liolaweb.cl/223/3871428_1.jpg
3875405-223;PDA;TEJIDOS;JERSEY TEJIDO CUELLO ALTO  BEIGE MELANGE;BEIGE;https://liolaweb.cl/223/3875405_1.jpg
3876401-223;PDA;TEJIDOS;JERSEY RECTO TEJIDO MIX LUREX NEGRO ;NEGRO;https://liolaweb.cl/223/3876401_1.jpg
3876405-223;PDA;TEJIDOS;JERSEY RECTO TEJIDO MIX LUREX BEIGE ;BEIGE;https://liolaweb.cl/223/3876405_1.jpg
3878011-223;PDA;TEJIDOS;JERSEY TEJIDO ESCOTE REDONDO NEGRO, APLICACIÓN TACHAS;NEGRO;https://liolaweb.cl/223/3878011_1.jpg
3878021-223;PDA;TEJIDOS;JERSEY TEJIDO ESCOTE REDONDO ROJO, APLICACIÓN TACHAS;ROJO;https://liolaweb.cl/223/3878021_1.jpg
3883011-223;PDA;TEJIDOS;JERSEY TEJIDO TIPO CHAQUETA NEGRO;NEGRO;https://liolaweb.cl/223/3883011_1.jpg
3884574-223;PDA;TEJIDOS;JERSEY TEJIDO ESCOTE EN V OCÉANO, APLICACIÓN BOTONES;OCÉANO;https://liolaweb.cl/223/3884574_1.jpg
3886422-223;PDA;TEJIDOS;PONCHO TEJIDO, CUELLO SUBIDO, CAFÉ;CAFÉ;https://liolaweb.cl/223/3886422_1.jpg
3888401-223;PDA;TEJIDOS;JERSEY ESCOTE EN V, TEJIDO MIX CON LUREX, NEGRO;NEGRO;https://liolaweb.cl/223/3888401_1.jpg
3890428-223;PDA;TEJIDOS;JERSEY CUERPO TEJIDO Y MANGA CAMISA, GRIS;GRIS;https://liolaweb.cl/223/3890428_1.jpg
3891011-223;PDA;TEJIDOS;JERSEY LARGO SIN MANGAS NEGRO;NEGRO;https://liolaweb.cl/223/3891011_1.jpg
3891224-223;PDA;TEJIDOS;JERSEY LARGO SIN MANGAS CAMEL;CAMEL;https://liolaweb.cl/223/3891224_1.jpg
3893428-223;OUTERWEAR;ABRIGOS;ABRIGO  RECTO TEJIDO JACQUARD GRIS;GRIS;https://liolaweb.cl/223/3893428_1.jpg
3894405-223;PDA;POLERAS;JERSEY TEJIDO LUREX BEIGE;BEIGE;https://liolaweb.cl/223/3894405_1.jpg
3895422-223;PDA;TAPADOS;JERSEY TEJIDO TIPO TAPADO CON LAZO, CEBRA CAFÉ;CAFÉ;https://liolaweb.cl/223/3895422_1.jpg
3895428-223;PDA;TAPADOS;JERSEY TEJIDO TIPO TAPADO CON LAZO, CEBRA GRIS;GRIS;https://liolaweb.cl/223/3895428_1.jpg
3896401-223;PDA;TEJIDOS;JERSEY ESCOTE EN V, TEJIDO JACQUARD LUREX NEGRO;NEGRO;https://liolaweb.cl/223/3896401_1.jpg
3903405-223;OUTERWEAR;CHAQUETONES;CHAQUETÓN SEMI RECTO, MUFLÓN MELANGE BEIGE;BEIGE;https://liolaweb.cl/223/3903405_1.jpg
3906011-223;OUTERWEAR;PARKAS;PARKA LARGA CAPUCHÓN, NEGRO;NEGRO;https://liolaweb.cl/223/3906011_1.jpg
3908011-223;OUTERWEAR;CHAQUETAS;CHAQUETA AVIADOR MIX EFECTO GAMUZA Y PARKA, NEGRO;NEGRO;https://liolaweb.cl/223/3908011_1.jpg
3909011-223;OUTERWEAR;CHAQUETAS;CHAQUETA CON CAPUCHÓN EFECTO PIEL, REVERSIBLE, NEGRO;NEGRO;https://liolaweb.cl/223/3909011_1.jpg
3910011-223;OUTERWEAR;PARKAS;PARKA RECTA EFECTO CUERO, NEGRO;NEGRO;https://liolaweb.cl/223/3910011_1.jpg
3912283-223;OUTERWEAR;PARKAS;PARKA METALIZADA CON CAPUCHÓN Y RODÓN DE PIEL, PLATEADO;PLATEADO;https://liolaweb.cl/223/3912283_1.jpg
3912422-223;OUTERWEAR;PARKAS;PARKA METALIZADA CON CAPUCHÓN Y RODÓN DE PIEL, CAFÉ;CAFÉ;https://liolaweb.cl/223/3912422_1.jpg
3914011-223;PDA;TAPADOS;SOBRECAMISA RECTA Y LARGA, MUFLÓN MELANGE NEGRO;NEGRO;https://liolaweb.cl/223/3914011_1.jpg
3914222-223;PDA;TAPADOS;SOBRECAMISA RECTA Y LARGA, MUFLÓN MELANGE CHOCOLATE;CHOCOLATE;https://liolaweb.cl/223/3914222_1.jpg
3916301-223;OUTERWEAR;PARKAS;PARKA REVERSIBLE LISO Y ESTAMPADO, NEGRO;NEGRO;https://liolaweb.cl/223/3916301_1.jpg
3916305-223;OUTERWEAR;PARKAS;PARKA REVERSIBLE LISO Y  ESTAMPADO, BEIGE;BEIGE;https://liolaweb.cl/223/3916305_1.jpg
3917401-223;OUTERWEAR;PARKAS;PARKA RECTA IRIDISCENTE NEGRO;NEGRO;https://liolaweb.cl/223/3917401_1.jpg
3917711-223;OUTERWEAR;PARKAS;PARKA RECTA IRIDISCENTE BURDEO;BURDEO;https://liolaweb.cl/223/3917711_1.jpg
3918011-223;OUTERWEAR;CHAQUETONES;CHAQUETÓN RECTO REVERSIBLE EFECTO PIEL, NEGRO;NEGRO;https://liolaweb.cl/223/3918011_1.jpg
3919011-223;OUTERWEAR;CHAQUETONES;ABRIGO EFECTO CUERO DOBLE FAZ, NEGRO;NEGRO;https://liolaweb.cl/223/3919011_1.jpg
3921572-223;OUTERWEAR;CHAQUETAS;BLAZER DENIM, FORRO ESTAMPADO, AZUL;AZUL;https://liolaweb.cl/223/3921572_1.jpg
3922305-223;PDA;VESTIDOS;VESTIDO ENTALLADO RODILLA, ESTAMPADO ANIMAL, BEIGE;BEIGE;https://liolaweb.cl/223/3922305_1.jpg
